기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량
워트인텔리전스,경력 2~10년,회사내규에 따름,"서울시 서초구 강남대로 507, 6층",딥러닝,[워트 개발팀] 데이터 엔지니어 모집 (국내 최대 데이터),"['MongoDBBigDataREST APIHadoopJavaLuceneAWSSpringPythonSQL', '다양한 서비스를 제공하기 위해 Airflow를 활용한 데이터 파이프라인 구축, 데이터 누락 방지를 위한 감지 서비스 구축 등의 노력을 이어가고 있습니다. 대규모 데이터와 다양한 데이터관련 업무를 경험해 보고 싶으신 데이터 개발자 적극 환영합니다.\n\n• Data Modeling, Data-ETL Task\n• 데이터 파이프라인 시스템 설계, 개발 및 운영\n• 성능 최적화 및 지속적인 자동화를 통한 운영 개선', '• Java, Python, SQL 을 다루는데 어려움이 없으신 분\n• Linux 환경 하에 개발 및 시스템 운영 \n• 데이터 엔지니어 경력 2년 이상', '• 검색서비스 개발과 자연어 처리 경험 보유자 우대\n• 머신러닝, 딥러닝 기반 업무 경험 또는 플랫폼 개발 경험 보유자 우대']"
알세미,경력신입~2년,회사내규에 따름,서울특별시 강남구 봉은사로78길 16,딥러닝,[병역특례] 응용 SW 개발자 (전문연구요원 - 보충역/전직자),"['JavaScriptReactC++JavaPythonC', '• 개발팀 주니어 SW 개발자\n• 글로벌 Top-tier 반도체 기업 및 연구기관에 제공할 엔지니어링 솔루션 소프트웨어 개발', '• 컴퓨터 과학 또는 관련 공학/기술 분야의 석사 이상 학위 취득자\n• 새로운 기술 습득 및 도입에 적극적인 태도\n• 소프트웨어 개발 라이프 사이클에 대한 이해\n• 뛰어난 구두 및 서면 커뮤니케이션 능력\n• 적절한 데이터 구조 및 알고리즘을 사용한 문제 해결 기술\n• C/C++, JAVA, Python 또는 유사한 프로그래밍 언어로 고품질 코드 개발 경험', '• 객체 지향 소프트웨어 설계에 대한 이해\n• CI/CD 파이프라인 유지 및 구축 경험\n• AWS, GCP, Kubernetes 를 이용한 클라우드 솔루션 구축 경험\n• 머신러닝과 딥러닝에 대한 지식\n• 반도체에 대한 지식']"
알세미,경력신입~5년,회사내규에 따름,서울특별시 강남구 봉은사로78길 16,딥러닝,응용 SW 개발자 (주니어),"['JavaScriptReactC++JavaPythonC', '• 개발팀 주니어 SW 개발자\n• 글로벌 Top-tier 반도체 기업 및 연구기관에 제공할 엔지니어링 솔루션 소프트웨어 개발', '• 컴퓨터 과학 또는 관련 공학 학사 또는 이와 동등한 경험\n• 새로운 기술 습득 및 도입에 적극적인 태도\n• 소프트웨어 개발 라이프 사이클에 대한 이해\n• 뛰어난 구두 및 서면 커뮤니케이션 능력\n• 적절한 데이터 구조 및 알고리즘을 사용한 문제 해결 기술\n• C/C++, JAVA, Python 또는 유사한 프로그래밍 언어로 고품질 코드 개발 경험', '• 컴퓨터 과학 또는 관련 기술 분야의 석사 또는 박사 학위\n• 객체 지향 소프트웨어 설계에 대한 이해\n• CI/CD 파이프라인 유지 및 구축 경험\n• AWS, GCP, Kubernetes 를 이용한 클라우드 솔루션 구축 경험\n• 머신러닝과 딥러닝에 대한 지식\n• 반도체에 대한 지식']"
에스피에이치,경력 3~15년,회사내규에 따름,"서울 마포구 마포대로 92,  효성해링턴스퀘어 A동 3층",딥러닝,"DW 아키텍쳐, 컨설턴트,  PL급, Cloud전문가","['BigDataawsgcpgoogle bigqueryMachineLearningDeepLearningPythonSQLDmDw', ""• 경쟁업체와 차별화된 AI + BI팀으로 함께 성장하고 시장에 도전\n• 빅데이터 통계분석, DW, DM 구축, 다양한 고객사 프로젝트 분석, 설계 수행\n• 태블로(Tableau) 등 시각화 솔루션을 활용한 대시보드개발 프로젝트 수행\n• 도시정보 분석사이트 '데이터샘'과 같은 내외부 웹사이트 개발, 운영\t"", '• DW 아키텍쳐 경험, 클라우드 환경하의 DW, DM 구축 경험자\n• 시각화 대시보드, 관련 SI프로젝트 경험자\n• 데이터 모델링, DW, DM 실무, SQL 능숙', '• 프로젝트팀 리딩, PL 및 DW 아키텍쳐 경험을 해보신 분\n• 웹사이트 크롤링, ETL, 빅데이터 아키텍쳐 구축 경험자 \n• AWS, GCP 환경하의 대용량데이터 처리, 운영 경험자 \n• Tableau(태블로), SpotFire등 BI분야 프로젝트 경험자\n• 관련 자격증, 빅데이터 분석경험, SQL 전문가\n• AI분야(머신러닝, 딥러닝)에 대한 역량']"
미리디,경력 6~15년,회사내규에 따름,"서울 구로구 디지털로31길 12, 8층",딥러닝,[미리디] 데이터 챕터 리드,"['RREST APIGoogle Tag ManagerMachineLearningDeepLearningGoogle AnalyticsPythonSQL', '• 다른 챕터들과 미리디 서비스들을 개발/유지보수하며 고객의 문제를 해결하고 가치를 제공하고 있어요\n• 미리디의 프로젝트와 목표 등에 있어서 발생하는 다양한 팀들의 데이터 이슈를 해결하고 커뮤니케이션해요\n• 중요 지표를 정리하거나 개발하고 실험, 분석, 모니터링해요.\n• 구글태그매니저와 미리디통합로그서비스를 통해 유아이 레벨부터 퍼널까지 디테일하게 설계, 추적해요\n• 통합로그디비, ga4(빅쿼리), 개별서비스디비, api 등 를 통해 실시간급 로우데이터를 액세스하고 정제, 가공하여 분석에 활용해요\n• 태블로, 구글데이터스튜디오, 구글스프레드시트, ga4를 통해 다양한 리포트와 대시보드를 기획, 제작, 공유해요\n• 다양한 데이터들의 자동화 작업과 관련 인프라를 관리하고 디벨롭해요\n• 다양한 온라인광고플랫폼의 기능과 관련 데이터, api를 이해하고 자동리포트작성, 자동화스크립트작성, 운영과 설정을 해요\n• 성장을 위해 도서, 세미나, 영상(인강), 아티클들을 지원받을 수 있어요', '• 데이터 분석 분야에서 6년 이상의 경험\n• 팀 리딩 경험이 있으신 분\n• SQL을 활용한 데이터처리에 매우 능숙하신 분\n• Tableau, Google Data Studio 등 리포트와 대시보드 작성 경험\n• Google Sheets, MS Excel 등 에 능숙하신 분\n• Python, R 등 데이터분석 관련 코드 작성 경험', '• 통계학 전공자 또는 통계학 관련 지식 보유\n• 팀 리딩 경험이 있으신 분 (4인이상 팀원의 실무매니징과 휴먼매니징)\n• 데이터기반 인사이트를 바탕으로 실제 지표상승과 하락, 문제해결과 실패를 경험해보신 분\n• 온라인광고 플랫폼을 설정하고 운영해본 경험\n• 데이터 분석을 위한 통계 / 딥러닝 / 머신러닝 모델링 경험']"
칩스앤미디어,경력 2~8년,회사내규에 따름,"서울시 강남구 테헤란로 509(삼성동,NC타워) 7~8F",딥러닝,NPU HW Engineer(전문연구요원),"['HWDeepLearningVerilog', '• NPU Architecture 설계\n• NPU Core HW RTL Coding, Verification', '• Verilog HDL 설계 경험', '• 딥러닝 알고리즘 이해\n• CPU Architecture, GPU Architecture 이해']"
미니레코드,경력 3~6년,회사내규에 따름,서울 송파구 송파대로 558 월드타워빌딩 6층,딥러닝,[Java Back-End] 채용 모집,"['Spring FrameworkJavaJSPMariaDB', '• Java 게임 개발 또는 프로젝트 수행\n• Java 개발 및 개발 유지보수\n• Java & javascript 개발', '• Java\n• jsp\n• spring framework\n• mariadb', '• 파인튜닝 경험자\n• 딥러닝 경험자']"
슈프리마,경력 2~10년,회사내규에 따름,"경기 성남시 분당구 정자일로 248, 17층 5호",딥러닝,[슈프리마에이아이] SW/솔루션 경력직 채용공고,"['Android OSC++iOSSWPythonC', '[근무부서]\n• AI CORE 개발팀\n• 담당업무: 소프트웨어 개발(SDK, API, Android, iOS, 웹페이지)\n\n[합류하면 함께 할 업무에요!]\n• 얼굴인식 알고리즘 관련 소프트웨어 개발 : API/SDK/라이브러리 개발, Edge Device(Arm CPU, GPU, NPU)에 알고리즘 포팅 및 최적화\n• 비디오 분석  알고리즘 관련 소프트웨어 개발 : API/SDK/라이브러리 개발, Edge Device(Arm CPU, GPU, NPU)에 알고리즘 포팅 및 최적화 \n• Anroid, iOS 앱 개발 \n• 웹 어플리케이션 개발 및 서버 구축\n• 데이터 구축(웹 크롤링, 라벨링 노이즈 클린징) 및 데이터 특성 분석\n\n[우리 팀을 소개합니다!]\n• 슈프리마에이아이 (Suprema AI Inc.) 는 슈프리마의 자회사로 2021년 10월에 신설되서, AI 기반 바이오인식 알고리즘, 영상처리 및 컴퓨터비전 알고리즘 등에 대한 연구 및 Edge 디바이스 개발을 하고 있어요.\n• 미션은 ""Bringing AI to Edge"",  AI 기술을 다양한 Edge 디바이스에 적용하여 편리하고 안전한 세상을 만들려고 해요!\n\n[팀 구성은 어떻게 되나요?]\n• 얼굴 인식 및 비디오 분석 알고리즘을 연구하고 개발하는 Alogorithm 파트와 여러 영상들을 수집하고 특징을 추출하여 알고리즘 성능을 높이는 Data analysis 파트가 있어요. 또한 개발된 알고리즘을 Arm CPU, Embedded GPU 및 NPU용으로 변환하여 실시간으로 빠르게 처리할 수 있도록 하는 Optimization 파트도 있는 알고리즘의 시작부터 제품 적용까지 유기적으로 협업하는 프로페셔널한 조직이에요. 각 파트마다 3~5명 정도의 팀원들이 서로 도와가며 협업하고 배우고 있습니다.\n\n[우리 팀은 이렇게 일합니다!]\n• MEMBER 들 간의 의견을 서로 존중해요 (팀 기술 공유 및 자신의 관심 분야에 대한 사이드 프로젝트를 장려해요. 회사 성장뿐 아니라 동료의 성장을 함께 독려해요!)\n• TEAM WORK 를 중요하게 생각해요 (멘토와 멘티, 팀장과 팀원, 같은 파트의 동료 등 여러 관계 속에서 자유롭게 이야기하고 서로의 모르는 부분을 알려주고 도와가며 일해요)\n• 자율적인 업무 분위기이며, 많은 부분에 있어 스스로 업무를 계획하고 진행해요 (자율출근제  와 주 4.5일제를 통해 자신의 리듬에 맞게 일할 수 있어요.)\n• 함께 공부해요(일주일에 한번씩 동료들과 논문 및 코드 리뷰를 통해 새로운 것을 배우고, 그것들을 실제 구현해보며 자신의 커리어를 쌓아요! 회사 업무와 관련없어도 자신이 관심있어하는 주제를 공부하기를 장려해요.)', '• C/C++ 을 이용한 개발에 능숙하신 분 \n• Android, iOS 앱 개발에 능숭하신 분 \n• 웹 어플리케이션 경험이 있으신 분\n• Python을 이용한 개발이 가능하신 분', '• 영상처리, 컴퓨터비전, 패턴인식, 딥러닝 관련 분야 석사 이상 또는 2년 이상 경력을 가지신 분\n• 중급 이상 영어 작문 및 독해가 가능하신 분\n• 출입 통제 및 바이오 인식 제품 개발 경험이 있으신 분\n• 얼굴인식 데이터의 수집, 정제 및 Augmentation 개발 경험이 있으신 분\n• 웹 크롤링 경험이 있으신 분']"
포소드,경력신입~20년,회사내규에 따름,"서울시 영등포구 영신로 220, KnK디지털타워 707",딥러닝,지능형 영상분석 SW 연구개발,"['SWC++PythonC', '• 지능형 영상분석 SW 연구개발\n• CCTV 영상의 차세대 지능형 영상분석 기술 확보\n• MS 윈도우, 리눅스 SW 개발', '• C/C++, Python 프로그래밍 능력', '• 멀티미디어, 신호처리, 컴퓨터비전 개발 경험\n• 지능형 영상분석, 딥러닝 개발 경험\n• 정보처리기사 자격증 소지자']"
딥파인,경력 3~15년,회사내규에 따름,서울 용산구 한강대로30길 25,딥러닝,Visual SLAM(vSLAM) 개발자,"['OpenCVC++PythonC', '• 카메라 기반 Visual Mapping/Localization 기술 개발\n• Multi-Sensor SLAM (Vision + Other Sensors) 기술 개발', '• 관련 학과 석/박사 학위 소지자 또는 3년 이상의 개발 경력 있으신 분 \n• 카메라 기반 Visual Mapping/Localization 기술 개발 능력 보유하신 분\n• Multi-Sensor SLAM (Vision + Other Sensors) 기술 개발 능력 보유하신 분\n• C / C++ / Python , OpenCV 개발 경험 있으신 분\n• LiDAR, 카메라, GPS, IMU 등 다중 센서 융합 및 알고리즘 개발 경험 있으신 분\n• 구성원들과의 협업을 즐기고, 성과를 함께 나눌 수 있는 분\n• 담당 업무에 대한 Ownership을 갖고, 주도적으로 업무를 이끌어나갈 수 있는 분', '• 최적화 연구기술을 활용한 자사서비스 개발 경험자\n• ORB-SLAM 개발 경험자\n• Computer Vision, 3D 공간정보 관련 지식 보유자\n• 딥러닝을 활용한 SLAM 알고리즘 성능 향상 경험 보유자\n• 스타트업 업무 환경에 대한 이해가 있는 분']"
다이얼로그디자인에이전시,경력 5~7년,회사내규에 따름,서울 송파구 송파대로 201 A동 1014호,딥러닝,[5년 이상 리더급] 풀스택 소프트웨어 엔지니어,"['GCPGitDjangoReactAWSFlaskPythonAZUREDockerFlutter', '• AI, LLM 기반의 응용 서비스, 솔루션 신규 개발 프로젝트의 개발 파트를 리딩합니다.\n• AI Solution Lab의 개발 업무를 리딩하고 실무 개발에 앞장서 참여합니다.\n• 안정적인 서비스 제공을 위한 시스템 아키텍쳐를 탄탄하게 설계하고 개발합니다.\n• 신규 개발 프로젝트의 크로스 플랫폼 웹/앱 풀스택 개발과 시스템 설계, 유지 보수에 참여합니다.', '• 풀스택 소프트웨어 엔지니어 실무 개발 경력이 5년 이상인 분\n• 데이터 구조 설계부터 화면 구현까지 서비스 개발 경험이 있으신 분\n• AI 서비스(또는 이에 준하는 모바일/웹/앱/플랫폼 서비스) 출시 경험이 있고, 기획과 설계부터 서비스 출시까지 모든 과정에 참여해 CTO 또는 그에 준하는 역할을 수행한 경력이 있으신 분\n• 시스템 아키텍처 설계, 서버 및 인프라에 대한 지식과 경험, 실력을 가지신 분\n• Python/Django 프레임워크를 이용한 서버/백엔드 개발에 최상급의 지식과 실력을 가지신 분\n• Flutter를 이용한 웹/모바일 클라이언트 개발에 상급 수준 지식과 실력을 가지신 분\n• AWS EC2, GCP 등 클라우드 기반의 서버 구축 경험이 있으신 분\n• SQL/MongoDB 등과 같이 RDBS/NoSQL 관계없이 다양한 DB를 익숙하게 다룰 수 있으신 분\n• 비개발자를 포함해 협업하는 사람과 논리적이고 이성적인 커뮤니케이션이 가능하신 분\n• 내가 제안한 설계와 내가 개발한 코드에 대한 비판에도 열린 커뮤니케이션이 가능한 분\n• 서비스와 사용자 중심의 관점과 유연한 커뮤니케이션 역량을 보유하신 분\n• 리더로서 책임감과 포용력이 있으신 분', '• 컴퓨터공학 또는 관련 학문을 전공하신 분\n• 주도적으로 문제를 발견하고 개선해오신 분\n• 사용자 중심으로 개발하는 마인드를 가지신 분\n• LLM을 활용한 제품/서비스 출시 경험이 있으신 분\n• 신규 개발팀을 신설해보았거나, 개발팀을 리딩해보신 분\n• 자연어처리, 딥러닝, MLOps 등에 대한 이해가 있으신 분\n• AI/ML/LLM 모델을 활용한 서비스 구축 경험이 있으신 분\n• AI 시장에 대한 이해를 바탕으로 제품화를 위한 아이디어가 넘치시는 분']"
