기업이름,고용형태,연봉,기업주소,키워드,담당업무,필요역량,인덱스,키워드추출
시스콘,경력 3~10년,회사내규에 따름,"인천광역시 서구 로봇랜드로 155-30, 로봇R&D센터 4층",로봇제어,"• 프로젝트 주행 모듈 관리 및 개선
• 경로 계획 연구 개발
• 경로 추종 및 제어 연구 개발
• 물체 회피 연구 개발 / 멀티 로봇 주행 연구 개발","[ROSC++, • 석사 이상의 학력 혹은 3년 이상의 경력\n• 모션 제어, 최적 제어, 경로 생성 개발, 실무 및 리딩 경험이 있는 분\n• 영어 능통자\n• C++ 최적화, 자료 구조 능통자]",842,"['제어', '석사', '영어', 'C', '최적화']"
엠투아이코퍼레이션,경력 2~10년,회사내규에 따름,경기도 안양시 동안구 시민대로 327번길 11-35,로봇제어,"• 스마트팩토리 시스템 구축 및 운영
• 자동화 제어, 설비 통신 인터페이스 및 제어
• 자사 HMI/SCADA 솔루션을 활용한 스마트팩토리 구축","[C++JavaSQLC#, • 스마트팩토리 관련업무 경험자\n• 개발언어로 프로그래밍 가능자 (JAVA, C#, C++)\n• 지멘스, AB PLC 운용 경험자\n• MS-SQL 또는 관련 RDBMS 경험자\n• 로봇 (협동로봇, AMR) 또는 Vision 관련 경험자]",843,"['C++', '로봇', 'Vision', 'PLC', 'C']"
오토엘,경력 3~10년,회사내규에 따름,"경기 성남시 수정구 금토로80번길 11, 301호, 302호, 303호, 304호, 305호",로봇제어,"• 라이다 신호처리 알고리즘 개발
• FPGA 제어 및 연동 프로그램
• 임베디드 소프트웨어 IP 개발","[C++ARMEmbedded LinuxEmbeddedFPGAC, • 원활한 커뮤니케이션 능력\n• 컴퓨터/전기전자 등 관련 공학계열\n• C/C++ 언어 사용 \n• 임베디드 리눅스 사용 \n• ARM Based SoC 개발 경험]",844,"['리눅스', 'C', '임베디드', 'C++']"
트리즈엔지니어링,경력 2~10년,회사내규에 따름,경기도 화성시 동탄산단5길 10-12,로봇제어,• ARM Cortex-M (STM32 Series)을 이용한 펌웨어 개발,"[ARMFWMCUEmbeddedC, • MCU, C프로그래밍 개발 경험자\n• 자동 제어 개발 경험자\n• 차량용 제어기 및 통신 장비 개발 경험자\n• 각종 개발 프로젝트 참여 경험자\n• 관련 전공 석/박사 학위 보유자\n• 커뮤니케이션 능력, 문제 해결 능력 보유자]",845,"['프로젝트', '박사', '학위', '제어']"
오토엘,경력 3~15년,회사내규에 따름,"경기 성남시 수정구 금토로80번길 11, 301호, 302호, 303호, 304호, 305호",로봇제어,"• 라이다 신호처리 알고리즘 개발
• FPGA 제어 및 연동 프로그램
• 임베디드 소프트웨어 IP 개발","[ARMC++FWEmbedded LinuxEmbeddedFPGAC, • 열린 마음]",846,[]
텔콤씨앤에스,경력 3~7년,회사내규에 따름,"부산광역시 강서구 유통단지1로50, 221동 107호 (대저2동, 부산티플렉스)",로봇제어,"• FA(공장자동화) 품목 엔지니어링 : 스카라 로봇, 다관절 6축 로봇, 산업용 비전, 서보 모터									
• 엔지니어링 상세 업무 : 프로그래밍, 제어 미팅, A/S 기술지원(현장 및 원격 지원)									","[AI/인공지능, • 메이커사 기술 경력자: EPSON, Panasonic, Cognex, Yaskawa, 두산로봇\t\t\t\t\t\t\t\t\t\n• 관련학과 전공자: 메카트로닉, 기계, 전기&전자\t\t\t\t\t\t\t\t\t\n• 관련 자격증 보유\t\t\t\t\t\t\t\t\t\n• 토익: 700점 이상\t\t\t\t\t\t\t\t\t\n]",847,"['자격증', 'AI', '경력자', '전공자', '인공지능', '전기', '전자']"
전진건설로봇,경력 5~15년,회사내규에 따름,충청북도 음성군 금왕읍 대금로 1264,로봇제어,"• 특장차(펌프카, 소방차 등) 전장제어 시스템 개발 업무","[Autocad3D Rendering, • 전기/전자/제어 관련 자격증 소지자\t\t\t\t\t\t\t\t\t\n• 3D 설계 프로그램 능숙자 및 자격증 소지자\t\t\t\t\t\t\t\t\t\n• 인근 거주자\t\t\t\t\t\t\t\t\t]",848,"['자격증', '설계', '제어', '전기', '전자', '3D']"
클레온,경력 2~10년,회사내규에 따름,서울 중구 소월로2길 30 티타워 18층 클레온,딥러닝,"• 딥러닝 네트워크 고도화
　- CV : Computer Vision
　- Generative Model (Super Resolution, Latent Search, 3D Modeling, Facial Animation Generation, Body Generation, Stable Diffusion, etc)
　- Discriminative Model (","[DeepLearningTensorFlowPyTorch, • 딥러닝 혹은 유사 분야 논문 작성 경험\n• 논문 해석 및 Oral Presentation 이해 가능한 수준의 영어 실력\n• 새로운 연구에 대해 적극적이고 주도적인 분\n• Product/Data Centric AI를 경험해보신 분\n• 최신 기술 트렌드를 빨리 캐치하고 적용할 수 있는 분]",849,"['영어', '논문', 'Data', '딥러닝']"
에프에스솔루션,경력 10~15년,회사내규에 따름,경기 성남시 수정구 금토로80번길 11,딥러닝,"• 딥러닝/머신러닝 모델 개발
  - Classification(분류) / Object Detection(객체 검출)
  - 데이터 셋 설계 및 구축 / 데이터 셋 통합 / Semi-Supervised Learning
  - Image Augmentation / Auto-Labeling
  - 딥러닝 모델 개발 및 경량화
• ADAS / DMS 개발
  -","[OpenCVC++MachineLearningDeepLearningTensorFlowPythonEmbeddedDockerPyTorchC, • SW공학, 수학, 통계학, 전자공학, 컴퓨터공학, 시스템공학, 기계공학 등 그에 준하는 업무 능력 보유\n• 영상처리 / 딥러닝 관련 전공자\n• 동종업계 근무자 우대 (ADAS, DMS, CCTV Surveillance, Embedded)\n• 탑티어 저널(CVPR, ICCV, ECCV, NeurlPS, I",850,"['전공자', '영상처리', 'Embedded', '딥러닝', '컴퓨터공학', 'ADAS']"
에프에스솔루션,경력 3~9년,회사내규에 따름,경기 성남시 수정구 금토로80번길 11,딥러닝,"• 딥러닝/머신러닝 모델 개발
  - Classification(분류) / Object Detection(객체 검출)
  - 데이터 셋 설계 및 구축 / 데이터 셋 통합 / Semi-Supervised Learning
  - Image Augmentation / Auto-Labeling
  - 딥러닝 모델 개발 및 경량화
• ADAS / DMS 개발
  -","[OpenCVC++MachineLearningDeepLearningTensorFlowPythonEmbeddedDockerPyTorchC, • SW공학, 수학, 통계학, 전자공학, 컴퓨터공학, 시스템공학, 기계공학 등 그에 준하는 업무 능력 보유\n• 영상처리 / 딥러닝 관련 전공자\n• 동종업계 근무자 우대 (ADAS, DMS, CCTV Surveillance, Embedded)\n• 탑티어 저널(CVPR, ICCV, ECCV, NeurlPS, I",851,"['전공자', '영상처리', 'Embedded', '딥러닝', '컴퓨터공학', 'ADAS']"
에프에스솔루션,경력신입,회사내규에 따름,경기 성남시 수정구 금토로80번길 11,딥러닝,"• 딥러닝/머신러닝 모델 개발
  - Classification(분류) / Object Detection(객체 검출)
  - 데이터 셋 설계 및 구축 / 데이터 셋 통합 / Semi-Supervised Learning
  - Image Augmentation / Auto-Labeling
  - 딥러닝 모델 개발 및 경량화
• ADAS / DMS 개발
  -","[OpenCVC++MachineLearningDeepLearningTensorFlowPythonEmbeddedDockerPyTorchC, • SW공학, 수학, 통계학, 전자공학, 컴퓨터공학, 시스템공학, 기계공학 등 그에 준하는 업무 능력 보유\n• 영상처리 / 딥러닝 관련 전공자\n• 탑티어 저널(CVPR, ICCV, ECCV, NeurlPS, ICML, ICLR, etc.) 논문 등재 및 특허 출원/등록 경험\n• 최신 기술 동향 파악 및 SO",852,"['전공자', '영상처리', '논문', '딥러닝', '컴퓨터공학']"
슈어소프트테크,경력 3~15년,회사내규에 따름,경기 성남시 수정구 금토로80번길 37 인피니티타워 E동,딥러닝,"• 머신러닝/딥러닝 관련 개발
• 머신러닝/딥러닝 서비스 운영 시스템 설계 및 구현","[AI/인공지능C++MachineLearningDeepLearningNLPTensorFlowPythonPyTorchC, • 딥러닝 프레임워크 저수준 활용 및 디버깅 경험\n• NLP 모델 개발 및 튜닝 경험\n• 딥러닝 모델 경량화 경험\n• 딥러닝 적대적 샘플 생성 등 모델 검증 방법론에 대한 연구 및 고민 경험]",853,"['AI', '딥러닝']"
수퍼빈,경력 5~10년,회사내규에 따름,경기 성남시 황새울로 216 502-2호(휴맥스빌리지 5F),딥러닝,"• 딥러닝 기반 선별 알고리즘 연구 개발
• 딥러닝 연구 개발 지원
• 팀 자원관리 및 성과관리
• 정부과제 관리 및 제반 문서 작성","[AI/인공지능MachineLearningDeepLearning, • 컴퓨터비전 / 머신러닝 / 딥러닝 관련 Top-tier 학회 및 학술지 게재 경험\n• 딥러닝 알고리즘 관련 석사 학위 이상 수여자\n• 정부과제 책임자 수행 경험]",854,"['AI', '알고리즘', '학위', '석사', '딥러닝', '머신러닝']"
블루닷,경력신입~3년,회사내규에 따름,"서울 강남구 언주로 527, 4층",딥러닝,"• 딥러닝 기반 영상처리 알고리즘 개발
   : AI 논문 서치 및 리뷰를 통한 구현 및 학습
• 실시간 영상처리 제품을 위한 네트워크 최적화
   : 뉴럴 네트워크 경량화 및 최적화(화질, 사용자원, 속도 tradeoff) 작업 수행","[tensorflowdeeplearningnetworkai/인공지능pytorch, • Top Tier 컨퍼런스 및 저널 1저자 경험\n• 뉴럴 네트워크 경량화 및 최적화 경험 및 기술 보유\n• 상용화(가능) 서비스 및 제품에 탑재된 알고리즘 개발 경험\n• 병역특례]",855,"['네트워크', '알고리즘', '최적화']"
블루닷,경력 3~12년,회사내규에 따름,"서울 강남구 언주로 527, 4층",딥러닝,"• 딥러닝 기반 영상처리 알고리즘 개발
   : AI 논문 서치 및 리뷰를 통한 구현 및 학습
• 실시간 영상처리 제품을 위한 네트워크 최적화
   : 뉴럴 네트워크 경량화 및 최적화(화질, 사용자원, 속도 tradeoff) 작업 수행
• 프로덕트 출시 후 개선작업 리딩","[tensorflowdeeplearningai/인공지능pytorch, • Top Tier 컨퍼런스 및 저널 1저자 경험\n• 뉴럴 네트워크 경량화 및 최적화 경험 및 기술 보유\n• 상용화(가능) 서비스 및 제품에 탑재된 알고리즘 개발 경험]",856,"['네트워크', '알고리즘', '최적화']"
에이모,경력 4~10년,회사내규에 따름,경기 성남시 분당구 벌말로50번길 41 투아이센터 7층,딥러닝,"• 머신러닝/딥러닝을 활용한 자율주행 데이터셋 개발 및 개선
• 자율주행 데이터로 학습한 모델 결과 분석 리포팅 & 성능 개선","[MachineLearningDeepLearningTensorFlowPyTorch, • 관련 분야 석사/박사 학위 소지하신 분 (인공지능, 컴퓨터공학, 통계, 데이터분석 등) \n• Data-centric AI에 대한 이해도가 높고 관련 개발경험이 있으신 분 \n• 자율주행 데이터셋 생성/활용 경험이 있으신 분 (이미지, 라이다, 레이더 등등, 2D, 3D 데이터셋 경험) \n• Linux 기반 개발 경험이 있으신 분\n]",857,"['학위', '박사', '인공지능', '자율주행', '석사', 'Data', '이미지', '3D', '컴퓨터공학', 'Linux']"
모빌린트,경력신입~20년,회사내규에 따름,"서울 강남구 테헤란로19길 5, 7층",딥러닝,"• Task, Dataset, Size, NPU 별 최적화된 딥러닝 모델 연구 및 설계
• Quantization, Pruning 등 딥러닝 모델 경량화 연구 및 적용
• Computer vision 최신 연구 동향 분석
• 각종 최신 딥러닝 알고리즘 연구
• 고객사 데이터 분석 및 딥러닝 모델 학습
• 딥러닝 모델 학습 관련 툴 개발","[C++DeepLearningTensorFlowPythonPyTorchC, • 딥러닝 모델 학습 개발 경험 및 논문 실적\n• 컴퓨터비전 딥러닝 모델 학습과 관련된 높은 이해도\n• NPU에 대한 이해도\n• 딥러닝 핵심 연산들에 대한 정확한 이해]",858,"['논문', 'C', 'C++', '딥러닝']"
에너자이,경력신입~10년,회사내규에 따름,서울 강남구 테헤란로27길 27,딥러닝,"•  Computer Vision 알고리즘 개발
　- 다양한 형태의 데이터 처리 (Radar, Smartphone Image, CCTV Image, Industrial Image 등)
　- Vision 관련 task 수행 (super resolution, detection, inpainting, low lighting 등)
• 딥러닝 모델 경량화 알고리즘 ","[AI/인공지능MachineLearningDeepLearningTensorFlowPythonPyTorchKeras, • 이미지 or 신호 처리, 딥러닝 모델 최적화 (network compression, NAS) 경험이 있으신 분\n• Image enhancement 계열 (super resolution, inpainting, low light imaging 등)의 task 경험이 있으신 분\n• 관련 학회 및 저널 게재 경력자\n• 관련 전공 석",859,"['AI', '경력자', '딥러닝', '이미지', '최적화']"
모빌린트,경력신입~20년,회사내규에 따름,"서울 강남구 테헤란로19길 5, 7층",딥러닝,"• Quantization, Pruning 등 딥러닝 모델 경량화 연구 및 적용
• HW 최적화를 고려한 딥러닝 모델 아키텍쳐 설계 및 학습
• 딥러닝 최신 연구 동향 분석","[C++DeepLearningTensorFlowPythonPyTorchC, • 경량화 및 딥러닝 모델, 학습 개발 경험 및 논문 실적이 있으신 분\n• 수학적 사고와 통계, 최적화 등 각종 수학 이론에 대한 이해가 높으신 분\n• NPU 또는 GPU에 대한 이해도가 높으신 분]",860,"['C++', '논문', '딥러닝', 'C', '이해가', '최적화']"
딥브레인에이아이,경력 3~20년,회사내규에 따름,서울 강남구 역삼로 7길 6,딥러닝,"• 영상처리 알고리듬(모델)개발(landmark detection, 3D reconstraction, image restruction 등)	
• 사람의 얼굴, 신체 관련 영상처리","[FFMPEGOpenCVC++MachineLearningDeepLearningTensorFlowPythonPyTorchC, • 관련 딥러닝 모델 연구/개발자 우대(Tensor Flow, PyTouch)\n• 다양한 프로그래밍 경력\n• 영상처리 또는 컴퓨터공학 전공]",861,"['영상처리', '컴퓨터공학', '딥러닝']"
다비오,경력 3~15년,회사내규에 따름,"서울 마포구 마포대로 144, 8층",딥러닝,"• Deep Learning 팀 리드
• Computer Vision 및 Deep Learning 모델 설계, 구축, 테스트 프로젝트(semantic segmentation, object detection, classification)
• 연구 논문을 코드로 변환, 결과물 도출
• 공간 데이터 분석","[AI/인공지능OpenCVDeepLearningTensorFlowPythonPyTorch, • 장애인\n• Shapely, Fiona, and Geopandas을 이용한 지리공간 데이터 분석 경험\n• 기본 수학능력 보유자 (선형대수학, 확률, 통계학 등)\n• 커뮤니케이션 능력 우수자]",862,"['데이터', 'AI', '분석']"
폼즈,경력신입,회사내규에 따름,서울특별시 구로구 디지털로33길 48,딥러닝,"• 딥러닝 기반 가상인간 제작 솔루션 개발
• 연구논문 reimplementation을 통한 기능 개선
• 하나의 모델셋 구축에 필요한 데이터 가공과정 자동화","[SWMachineLearningDeepLearningPythonPyTorch, • 석/박사출신 우대\n• 영어 능통자\n• PC프로그램 개발 유경험자]",863,['영어']
무브멘토,경력신입,회사내규에 따름,서울 성동구 아차산로 104 무신사스튜디오 401호,딥러닝,"딥러닝 엔지니어
• 딥러닝 영상처리 알고리즘 개발 (페이스스왑 기술 관련)
• landmark detection, 3D reconstraction, image restruction 등)
• 음성처리 알고리즘 개발
• NLP

AI빅데이터 실무자
• 이미지 및 영상 데이터 수집
• 데이터 분류 및 정리매뉴얼 작성
• 데이터 촬영 일정 조율 및 기타 행정 처리","[AI/인공지능BigDataC++DeepLearningNLPTensorFlowPythonPyTorchDockerC, • 대학원(석사) 이상\n• 관련 딥러닝 모델 연구/개발자 우대 (Tensor Flow, PyTouch)\n• 알고리즘(모델)에 기반한 영상 처리 및 컴퓨터 그래픽 전공자 또는 경력자\n• 데이터 레이블링/라벨링 업무 경험자\n• 데이터 검수 경험자]",864,"['AI', '알고리즘', '경력자', '전공자', '석사', '딥러닝', '데이터']"
