기업이름,고용형태,연봉,기업주소,키워드,담당업무,인덱스,필요역량
테스트웍스,경력신입~10년,회사내규에 따름,서울 송파구 백제고분로41길 42-19 4층,딥러닝,[병역특례 전문연구요원] Robot Vision 엔지니어,825,"['석사', '논문', 'C', '3D', '데이터', 'Tensorflow', '딥러닝', 'Object', '학위', 'Python', '경험을', 'ROS']"
딥노이드,경력 3~10년,회사내규에 따름,서울 구로구 디지털로33길 55 1305호,딥러닝,LLM 연구원(자연어처리),826,"['석사', '딥러닝', '학위', 'AI', '인공지능']"
파인더스,경력 3~10년,회사내규에 따름,서울 영등포구 의사당대로 83 4층 101호,딥러닝,AI 챗봇 PL/PM 경력직 채용,827,"['기획', '머신러닝', '딥러닝', '시스템', '최적화', '학위', 'AI', '인공지능']"
테스트웍스,경력신입~10년,회사내규에 따름,서울 송파구 백제고분로41길 42-19 4층,딥러닝,[병역특례 전문연구요원] AI 엔지니어,828,"['석사', 'Data', '머신러닝', 'Computer', '데이터', 'Vision', 'Tensorflow', '딥러닝', '시스템', '최적화', '학위', 'vision', 'AI', 'Object']"
로민,경력신입~10년,회사내규에 따름,"서울 서초구 방배천로2길 10 7층, 로민",딥러닝,컴퓨터 비전 개발자,829,"['학사', '머신러닝', '개선', '성능', '딥러닝', '협업', '최적화', 'Object', 'AI', '알고리즘']"
고스트패스,경력 3~10년,회사내규에 따름,"서울 또는 판교 지사 설립 예정 / 광주광역시 북구 첨단과기로 123, 창업진흥센터A동 320-2 호",딥러닝,AI 개발자 구인,830,"['컴퓨터공학', '머신러닝', '학습', '논문', 'Tensorflow', '딥러닝', '프로젝트', 'AI', '인공지능']"
비포플레이,경력 2~10년,회사내규에 따름,"서울 강남구 테헤란로 217, 601호",딥러닝,ML/DL 엔지니어,831,"['딥러닝', '박사', 'TensorFlow']"
에이모,경력 5~10년,회사내규에 따름,경기도 성남시 분당구 벌말로 50번길 41 투아이센터 7층,딥러닝,[AIMMO] 자율주행 System Engineer,832,"['석사', 'Embedded', 'Linux', 'C', '딥러닝', '로봇', '학위', 'AI', 'TensorFlow', 'Python', '알고리즘']"
로민,경력신입~10년,회사내규에 따름,"서울 서초구 방배천로2길 10 7층, 로민",딥러닝,자연어처리 개발자,833,"['학사', '머신러닝', '개선', '성능', '딥러닝', '협업', '최적화', 'AI', '알고리즘']"
엠디에스인텔리전스,경력 2~9년,회사내규에 따름,경기도 성남시 분당구 대왕판교로644번길 49  한컴타워 3층,딥러닝,AI & Computer Vision 개발자,834,"['석사', '공학', '머신러닝', '전공자', '분석', 'Vision', '딥러닝', '시스템', '프로젝트', '영상처리', 'AI', 'TensorFlow', '알고리즘']"
라온메디,경력 1~10년,회사내규에 따름,경기도 성남시 분당구 판교로 723 B동 404호,딥러닝,AI Engineer,835,"['석사', '머신러닝', '3D', '분석', '데이터', 'S/W', '학위', 'AI', 'TensorFlow', 'Python', '인공지능', '경험을']"
뉴로다임,경력신입~10년,회사내규에 따름,서울시 성동구 성수일로 77 서울숲 IT 밸리 805호,딥러닝,AI(딥러닝) 연구 및 개발,836,"['전공자', '분석', '시스템', 'Object', 'AI', '공학']"
칩스앤미디어,경력 2~8년,회사내규에 따름,"서울시 강남구 테헤란로 509(삼성동,NC타워) 7~8F",딥러닝,NPU SW Engineer(전문연구요원),837,"['C', '성능', '딥러닝', 'C++', '최적화', 'Object', '알고리즘']"
마크클라우드,경력신입~10년,회사내규에 따름,"서울특별시 강남구 테헤란로70길 14-8, 4층 (세왕개발빌딩)",딥러닝,데이터 엔지니어 (Vision),838,"['석사', '머신러닝', '개선', '데이터', 'Vision', 'Tensorflow', '성능', '딥러닝', '프로젝트', '학위', '최적화', 'AI', '이미지']"
앤씨앤,경력 5~15년,회사내규에 따름,"경기도 성남시 분당구 판교로 323(삼평동, 벤처포럼빌딩) 9층",딥러닝,선행연구팀 팀장 모집,839,"['석사', '네트워크', 'C', '3D', '딥러닝', 'ADAS', '프로젝트', '학위', 'C++', 'vision', '박사', '임베디드', 'Python', '알고리즘']"
에너자이,경력 2~3년,회사내규에 따름,서울 강남구 테헤란로27길 27,딥러닝,[전문연구요원 가능] AI CCTV 어플리케이션 개발자,840,"['Embedded', 'C', 'linux', '영상처리', '최적화', '엔지니어', 'AI', '임베디드', '알고리즘']"
에너자이,경력신입,회사내규에 따름,서울 강남구 테헤란로27길 27,딥러닝,[전문연구요원 가능] Runtime 소프트웨어 엔지니어 채용,841,"['C', 'linux', '분석', '프로젝트', '최적화', '통신', 'AI', 'api', '알고리즘']"
씨유박스,경력 3~20년,회사내규에 따름,대전 유성구 복용동로 43 266~271,딥러닝,로봇연구소 물류로봇시스템 인공지능 연구 및 개발 모집(상장사),842,"['석사', '전공자', '머신러닝', '학습', '논문', '데이터', 'Tensorflow', '딥러닝', '로봇', 'Python', '인공지능', '설계']"
딥노이드,경력 7년,회사내규에 따름,서울 구로구 디지털로33길 55 1305호,딥러닝,LLM 연구개발 리더 / AI R&D 팀장,843,"['협업', '프로젝트', '논문', 'AI']"
크레스콤,경력 1~15년,회사내규에 따름,경기도 성남시 분당구 판교역로 230 삼환하이펙스 B동 311호,딥러닝,인공지능 소프트웨어 개발 채용,844,"['석사', '컴퓨터공학', '전공자', '논문', '3D', '개선', '분석', '데이터', '딥러닝', '협업', 'AI', '인공지능', '이미지']"
어센트코리아,경력 5~15년,회사내규에 따름,서울시 강남구 도산대로16길 15 용헌회관 301호,딥러닝,시니어 데이터 사이언스,845,"['석사', '머신러닝', '논문', '분석', '데이터', 'Tensorflow', '딥러닝', '학위', 'AI', 'TensorFlow', 'Python', '인공지능', '공학', '이미지']"
다비오,경력 3~15년,회사내규에 따름,"서울 마포구 마포대로 144, 8층",딥러닝,컴퓨터비전 엔지니어,846,"['Computer', 'C', '3D', '분석', 'Vision', '협업', 'object', 'AI', 'Python']"
로보코리아,경력 1~5년,회사내규에 따름,"서울 강남구 테헤란로25길 7, 6층",딥러닝,[로보코리아] ML Engineer (Application Engineer),847,"['기획', '학습', '영어', '분석', '딥러닝', 'AI', 'TensorFlow', 'Python']"
에이모,경력 1~10년,회사내규에 따름,"경기도 성남시 분당구 판교로228번길17,이랜텍동9층(삼평동,판교세븐벤쳐벨리2)",딥러닝,[AIMMO] 데이터프로세싱팀,848,"['데이터', '검증', 'API', '인공지능', '이미지']"
에이모,경력 1~8년,회사내규에 따름,"경기도 성남시 분당구 판교로228번길17,이랜텍동9층(삼평동,판교세븐벤쳐벨리2)",딥러닝,[AIMMO] Jr. & Sr. R&D Researcher,849,"['computer', '3D', 'vision', 'object', 'Python', 'data']"
아이브,경력 3~10년,회사내규에 따름,서울 서초구 남부순환로356길 89,딥러닝,Machine vision Application Engineer 채용,850,"['석사', '학사', '전공자', 'C', '3D', '데이터', '영상처리', '학위', 'C++', '경력자', '박사', '알고리즘']"
엠에이치엔씨티,경력 2~4년,회사내규에 따름,서울 서대문구 서소문로 27 220호,딥러닝,AI 연구원,851,"['Linux', '딥러닝', 'AI', 'TensorFlow', 'Python', '알고리즘', '이미지']"
파인더스,경력신입~3년,회사내규에 따름,서울 영등포구 의사당대로 83 4층 101호,딥러닝,GPT챗봇 개발자 채용,852,"['시스템', 'Python', 'AI']"
모비루스,경력 1~15년,회사내규에 따름,"경기 성남시 수정구 창업로 42, 735호",딥러닝,머신비전 개발자 모집,853,"['딥러닝', '머신러닝', '학위', '석사']"
리플에이아이,경력 2~9년,회사내규에 따름,서울 마포구 백범로31길 21 서울창업허브 8층,딥러닝,[폭풍성장환경] 서울대 AI 교수님과 함께할 컴퓨터비전 연구원 모집,854,"['머신러닝', '학습', '논문', '개선', '데이터', '성능', '딥러닝', '프로젝트', '최적화', '박사', '공학']"
엠디에스테크,경력 3~10년,회사내규에 따름,경기 성남시 분당구 판교역로 240 삼환하이펙스 A동 1001호(MDS테크 제2사업장),딥러닝,"[MDS테크] 비전, 영상처리 프로그램 개발자",855,"['공학', '머신러닝', 'C', 'SW', '딥러닝', '프로젝트', '영상처리', 'AI', 'Python', '임베디드']"
한화로보틱스,경력 3~10년,회사내규에 따름,"경기 성남시 분당구 판교로 323 (삼평동,벤처포럼벤처타워) 5층",딥러닝,협동로봇 비전 AI 개발 경력사원 모집,856,"['C', 'Vision', 'Computer', '로봇', '시스템', 'vision', '학위', 'Linux', '석사', '3D', 'Tensorflow', '영상처리', 'Object', 'AI', '알고리즘', '머신러닝', '딥러닝', '프로젝트', 'Python']"
컨트롤웍스,경력신입~5년,회사내규에 따름,서울 강남구 언주로81길 13 4층,딥러닝,[신입/경력] 자율주행 SW 엔지니어,857,"['공학', '자율주행', '제어', 'C', '딥러닝', '프로젝트', '학위', 'C++', '최적화', '박사', 'Python', '알고리즘']"
마이너,경력 1~10년,회사내규에 따름,서울 강남구 테헤란로 217 304호,딥러닝,[MiNER] AI Engineer,858,"['석사', 'Vision', '딥러닝', '협업', '영상처리', 'Object', 'AI', '인공지능', '설계']"
한화비전,경력 3~12년,회사내규에 따름,경기 성남시 분당구 판교로319번길 6,딥러닝,AI 연구원,859,"['석사', 'Computer', 'Embedded', 'Linux', 'C', '분석', '성능', '딥러닝', 'vision', '최적화', '학위', '협업', 'AI', 'TensorFlow', '경험을', '박사', '알고리즘']"
에이블제이,경력 5~8년,회사내규에 따름,경기 성남시 분당구 대왕판교로645번길 12 8층,딥러닝,자연어처리 AI 솔루션 개발 리드(5년 이상),860,"['학습', '논문', '딥러닝', '협업', '프로젝트', '최적화', 'AI', '알고리즘', '설계']"
에이블제이,경력신입~3년,회사내규에 따름,경기 성남시 분당구 대왕판교로645번길 12 8층,딥러닝,자연어처리 AI 엔지니어(1년 내외 경력자),861,"['학습', '논문', '딥러닝', '협업', '프로젝트', '최적화', 'AI', '알고리즘', '설계']"
마인즈앤컴퍼니,경력 5~15년,회사내규에 따름,"서울 서초구 서초대로77길 17, 1308호",딥러닝,인공지능(AI) Data Scientist 채용(경력 5년이상),862,"['석사', '공학', '머신러닝', '전공자', '분석', '데이터', 'Tensorflow', '딥러닝', '학위', '박사', 'AI', '알고리즘', '이미지']"
다이얼로그디자인에이전시,경력 3~5년,회사내규에 따름,서울 송파구 송파대로 201 A동 1014호,딥러닝,[3년 이상] AI/NLP R&D Engineer,863,"['석사', '학습', '논문', '데이터', 'Tensorflow', '성능', '딥러닝', 'AI']"
오케스트로,경력 2~11년,회사내규에 따름,서울시 영등포구 여의대로 108 PARC1 NH금융타워(PARK ONE TOWER 2) 빌딩 43층,딥러닝,AI Engineer (NLP),864,"['석사', '전공자', '학습', '데이터', '딥러닝', '시스템', '프로젝트', 'AI']"
파인더스,경력신입~15년,회사내규에 따름,서울 영등포구 의사당대로 83 4층 101호,딥러닝,챗봇 개발자,865,"['딥러닝', '시스템', '분석', '데이터']"
와디즈,경력 2~10년,회사내규에 따름,"경기 성남시 분당구 판교로 242, A동 5층 504호",딥러닝,AI 개발자 (2년 이상),866,"['머신러닝', '분석', '데이터', '딥러닝', 'AI', 'TensorFlow', 'Python', '경험을']"
아이헤이트플라잉버그스,경력 5~10년,회사내규에 따름,서울 영등포구 여의대로 108 38-39층,딥러닝,머신러닝 엔지니어 / AI Researcher,867,"['석사', '머신러닝', '학습', '딥러닝', '시스템', '협업', '학위', 'AI', 'Python']"
미리디,경력 3~10년,회사내규에 따름,"서울 구로구 디지털로31길 12, 8층",딥러닝,[미리캔버스] AI 모델 연구 (ML Researcher),868,"['머신러닝', '경험을', 'AI', '이미지']"
올거나이즈코리아,경력신입~10년,회사내규에 따름,서울특별시 강남구 도곡로3길 27 동일빌딩 12층,딥러닝,AI Researcher / Engineer,869,"['딥러닝', 'Tensorflow', '데이터', 'AI']"
슈프리마,경력 2~10년,회사내규에 따름,"경기 성남시 분당구 정자일로 248, 17층 5호",딥러닝,[슈프리마에이아이] 인공지능/머신러닝 경력직 채용공고,870,"['Data', 'Embedded', '분석', '영상처리', 'Object', 'AI', '알고리즘']"
플라잎,경력 7~20년,회사내규에 따름,경기도 성남시 분당구 대왕판교로 660 유스페이스1 B동 901호,딥러닝,Lead Vision Engineer,871,"['기획', 'Computer', '3D', 'Vision', '딥러닝', 'c', '로봇', '프로젝트', 'AI']"
앤씨앤,경력 5~10년,회사내규에 따름,"경기도 성남시 분당구 판교로 323(삼평동, 벤처포럼빌딩) 9층",딥러닝,Computer vision 및 Algorithm 개발자 모집,872,"['학사', 'Computer', 'Embedded', 'C', '딥러닝', 'ADAS', 'Python', '알고리즘']"
피매치,경력 2~5년,회사내규에 따름,서울 마포구 마포대로 122 13층,딥러닝,AI 엔지니어,873,"['데이터', 'Tensorflow', '딥러닝', 'AI', 'Python', 'Linux', '설계']"
딥인사이트,경력 2~7년,회사내규에 따름,"경기 성남시 분당구 대왕판교로 660 B동 702호 (삼평동, 유스페이스1)",딥러닝,AI SOC 응용 프로그램 개발자,874,"['석사', '학사', 'Computer', '영어', 'C', '분석', '딥러닝', '최적화', '학위', '엔지니어', 'AI', '임베디드', '알고리즘', '설계', '이미지']"
블루닷,경력 4~12년,회사내규에 따름,"서울 강남구 언주로 527, 4층",딥러닝,[경력] 코덱SW엔지니어(알고리즘 개발),875,"['C', '딥러닝', '시스템', '최적화', '협업', 'AI', '알고리즘']"
펀진,경력 10~20년,회사내규에 따름,"서울 성동구 연무장5가길 7, 이스트동 13층",딥러닝,"팀장(개발팀) 채용 (사업분야: AI, IoT, MLOps)",876,"['딥러닝', '프로젝트', 'AI', '협업']"
미니레코드,경력 2~10년,회사내규에 따름,서울 송파구 송파대로 558 월드타워빌딩 6층,딥러닝,AI 자연어처리(NLP) 풀스택 분야 전문가 채용,877,"['석사', '컴퓨터공학', '학습', '데이터', '딥러닝', '시스템', '학위', 'AI', 'Python', '인공지능', '알고리즘', '설계', '이미지']"
인덴트코퍼레이션,경력 3~9년,회사내규에 따름,서울특별시 성동구 성수동2가 269-63 성수에이원 507호,딥러닝,머신러닝(ML) 엔지니어,878,"['딥러닝', '데이터', '이미지']"
펀진,경력 1~5년,회사내규에 따름,"서울 성동구 연무장5가길 7, 이스트동 13층",딥러닝,Path Planning 엔지니어,879,"['석사', '자율주행', '머신러닝', 'Linux', 'C', 'Tensorflow', '딥러닝', '시스템', '최적화', '경력자', '임베디드', 'Python', '알고리즘', 'ROS']"
경우시스테크,경력 3~15년,회사내규에 따름,서울시 금천구 디지털로9길 68 대륭포스트타워 5차 4층,딥러닝,어플리케이션 개발자,880,"['C', '데이터', '시스템', 'Object', '통신', '임베디드', '이미지']"
딥엑스,경력 5~20년,회사내규에 따름,경기 성남시 분당구 판교역로241번길 20 5층,딥러닝,[AI반도체] 딥엑스 DNN Model Optimization Engineer,881,"['학습', '개선', 'SW', '분석', '시스템', '최적화', 'AI', '인공지능', '알고리즘']"
